"filename", "language", "JSON with Comments", "TypeScript", "JSON", "JavaScript", "SCSS", "TypeScript React", "Markdown", "XML", "JavaScript React", "YAML", "comment", "blank", "total"
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\AnimatedComponent\TestDemo.jsx", "JavaScript React", 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 26, 18, 174
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Badge\Badge.tsx", "TypeScript React", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 4, 18
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\CustomCard\CustomCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 5, 21
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\CustomPriceCard\CustomPriceCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 4, 48
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\MarketMoverCard\MarketMoverCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 2, 3, 85
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\PaperCard\PaperCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 3, 25
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\ServiceCard\ServiceCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\TeamMemberCard\TeamMemberCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 3, 43
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Cards\ValuesCard\ValuesCard.tsx", "TypeScript React", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 16
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Charts\LineChartComponent\DoubleLineChartComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 2, 6, 147
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Charts\LineChartComponent\LineChartComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 1, 5, 140
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Charts\WorldMapChart\WorldMapChart.tsx", "TypeScript React", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 2, 30
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Charts\WorldMapChart\features.json", "JSON", 0, 0, 11292, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11293
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\FloatModal\FloatModal.tsx", "TypeScript React", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Footer\Footer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 4, 158
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeaderText\HeaderText.tsx", "TypeScript React", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 15
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroSearch\HeroSearch.tsx", "TypeScript React", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 8, 77
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroSection\AboutHero.tsx", "TypeScript React", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroSection\HeroSection.tsx", "TypeScript React", 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 11, 8, 125
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroSection\ProductHero.tsx", "TypeScript React", 0, 0, 0, 0, 0, 320, 0, 0, 0, 0, 0, 6, 326
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroSection\ProductIntroHero.tsx", "TypeScript React", 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 6, 101
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroSection\ServiceHero.tsx", "TypeScript React", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\HeroTextArea\HeroTextArea.tsx", "TypeScript React", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 4, 51
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\AljazeeraIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\AppStoreIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\BloomBergBrandIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 27
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\BloomBergIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 4, 54
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\ChanthamIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\DiractionArrow.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\EBondIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\EFundIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\EIntelIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\EMFILogo.tsx", "TypeScript React", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 4, 57
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\EMFILogoBlue.tsx", "TypeScript React", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 6, 30
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\EWealthIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\FacebookIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 4, 48
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\France24Icon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\LinkedInIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 4, 57
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\LinkedInIconWhite.tsx", "TypeScript React", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 34
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\LoginIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 3, 30
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\MessageIconWhite.tsx", "TypeScript React", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 34
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\PlayStoreIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\ReutersIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 38
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\SearchIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\TwitterIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 4, 53
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Icons\VOAIcon.tsx", "TypeScript React", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\InputComponent\InputComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\InputComponent\TextAreaComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 38
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\InputComponent\TextInputComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 4, 31
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\LoginForm\LoginModal.tsx", "TypeScript React", 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 2, 20, 312
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\Navbar\Navbar.tsx", "TypeScript React", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 2, 8, 83
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\ParticalBg\ParticalBg.tsx", "TypeScript React", 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 4, 119
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\SelectComponent\SelectComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 1, 5, 43
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\TableComponent\TableComponent.tsx", "TypeScript React", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 6, 53
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Components\WavyText\WavyText.tsx", "TypeScript React", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 7, 69
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\AboutEmfi\AboutEmfi.tsx", "TypeScript React", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 4, 63
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\AboutValues\AboutValues.tsx", "TypeScript React", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 4, 62
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\AsSeenIn\AsSeenIn.tsx", "TypeScript React", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 4, 45
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\ChartContainer\ChartContainer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 4, 35
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\DefaultLayout\DefaultLayout.tsx", "TypeScript React", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 5, 3, 40
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\HistoryChartContainer\HistoryChartContainer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 6, 160
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\MapContainer\MapContainer.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 5, 4, 43
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\MapContainer\MapWrapper.tsx", "TypeScript React", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 4, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\OurClients\OurClients.tsx", "TypeScript React", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 4, 17
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\OurTeam\OurTeam.tsx", "TypeScript React", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4, 10
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\OurValues\OurValues.tsx", "TypeScript React", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 4, 10
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Containers\SwipeCarousel\SwipeCarousel.tsx", "TypeScript React", 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 5, 4, 111
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Services\api.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 90
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\Services\apiFunction.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 54
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\WaveScript\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\aboutContent.ts", "TypeScript", 0, 460, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 468
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\globalContent.ts", "TypeScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 88
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\policies.ts", "TypeScript", 0, 422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 505
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\productDetailsContent.ts", "TypeScript", 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 335
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\routes.ts", "TypeScript", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 233
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\serviceContent.ts", "TypeScript", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 169
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\serviceDetailsContent.ts", "TypeScript", 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 340
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\constants\slidesInformation.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\hooks\useOnclickOutSide.tsx", "TypeScript React", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 7, 2, 31
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\about.tsx", "TypeScript React", 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 6, 152
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\contact.tsx", "TypeScript React", 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 3, 9, 208
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\cookiespolicy.tsx", "TypeScript React", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 5, 71
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 6, 61
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\intelligence\[details]\[inteligencedetails]\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 3, 5, 150
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\intelligence\[details]\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 5, 75
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\intelligence\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 8, 12, 110
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\policydocuments.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 5, 39
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\pricing.tsx", "TypeScript React", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 4, 67
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\privacypolicy\[privacypolicy]\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 59, 5, 83
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\privacypolicy\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 5, 39
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\scamalert.tsx", "TypeScript React", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 5, 99
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\services\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 5, 116
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\services\ourproducts\[products].tsx", "TypeScript React", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 2, 11, 133
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\services\ourproducts\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 15
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\services\ourservices\[services].tsx", "TypeScript React", 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 2, 5, 126
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\services\ourservices\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 3, 4, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\[lang]\termsofuse.tsx", "TypeScript React", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 214, 3, 251
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\_app.tsx", "TypeScript React", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\api\hello.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\pages\index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 5, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\AboutEmfi.module.scss", "SCSS", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 3, 1, 88
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\AboutHero.module.scss", "SCSS", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Badge.module.scss", "SCSS", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\ChartContainer.module.scss", "SCSS", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 1, 85
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\CustomCard.module.scss", "SCSS", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 16, 4, 48
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Details.module.scss", "SCSS", 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 4, 1, 255
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\FloatModal.module.scss", "SCSS", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Footer.module.scss", "SCSS", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 2, 1, 131
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\HeaderText.module.scss", "SCSS", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\HeroSearch.module.scss", "SCSS", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\HeroSection.module.scss", "SCSS", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\HeroTextArea.module.scss", "SCSS", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 1, 93
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Home.module.scss", "SCSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\InputComponent.module.scss", "SCSS", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 1, 1, 67
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\LoginForm.module.scss", "SCSS", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 3, 104
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\MarketMoverCard.module.scss", "SCSS", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Navbar.module.scss", "SCSS", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 3, 69
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\PriceCard.module.scss", "SCSS", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 1, 66
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Pricing.module.scss", "SCSS", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 2, 37
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\ProductHero.module.scss", "SCSS", 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 3, 11, 224
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\ServiceCard.module.scss", "SCSS", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\Services.module.scss", "SCSS", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 6, 1, 100
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\TableComponent.module.scss", "SCSS", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\TextAreaComponent.module.scss", "SCSS", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 2, 44
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\TextInputComponent.module.scss", "SCSS", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 1, 2, 43
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\globals.scss", "SCSS", 0, 0, 0, 0, 2154, 0, 0, 0, 0, 0, 76, 41, 2271
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\inteligenceCountry.module.scss", "SCSS", 0, 0, 0, 0, 253, 0, 0, 0, 0, 0, 4, 2, 259
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\styles\variable.scss", "SCSS", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\types\types.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\utils\TableColumns.ts", "TypeScript", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 118
"c:\Users\PHPDots\Desktop\emfi-nextjs\src\utils\particleConfig.ts", "TypeScript", 0, 553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 555
"c:\Users\PHPDots\Desktop\emfi-nextjs\taskdef-dev.json", "JSON", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
"c:\Users\PHPDots\Desktop\emfi-nextjs\tsconfig.json", "JSON with Comments", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\PHPDots\Desktop\emfi-nextjs\type.d.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 82
"Total", "-", 26, 2920, 33544, 35, 4049, 5027, 20, 2414, 130, 55, 557, 872, 49649
